"title","price","url"
"Apple iPhone 7 a1660 128GB Verizon Good Condition (Unlocked)","$206.99","https://www.ebay.com/itm/Apple-iPhone-7-a1660-128GB-Verizon-Good-Condition-Unlocked/123848104654?epid=9033690770&hash=item1cd5ec1ace:m:mOBZiusclJQZ9IuZ0-BtB8A"
"Apple iPhone 7 128GB ""Factory Unlocked"" 4G LTE iOS WiFi Smartphone","$212.95","https://www.ebay.com/itm/Apple-iPhone-7-128GB-Factory-Unlocked-4G-LTE-iOS-WiFi-Smartphone/401433628517?epid=240531128&hash=item5d774f0f65:m:m9jr3ALcvAY4cU7putC_lrA"
"Apple iPhone X - 64GB, 256GB CDMA/GSM Unlocked, Verizon, AT&T, T-Mobile, Sprint","$429.99 to $659.99","https://www.ebay.com/itm/Apple-iPhone-X-64GB-256GB-CDMA-GSM-Unlocked-Verizon-AT-T-T-Mobile-Sprint/192933356974?hash=item2cebb965ae:m:mIOsmD1TFhWRZvCeq7fk7gA"
"Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone","$499.99","https://www.ebay.com/itm/Apple-iPhone-XR-64GB-Factory-Unlocked-Smartphone-4G-LTE-iOS-Smartphone/254187678666?epid=8023710610&hash=item3b2ec42bca:m:mxcsaipOrUeYbznT5gw1ibA:sc:USPSPriority!94040!US!-1"
"Apple Watch Gen 3 Series 3 38mm Silver Aluminum - White Sport Band MTEY2LL/A","$179.00","https://www.ebay.com/itm/Apple-Watch-Gen-3-Series-3-38mm-Silver-Aluminum-White-Sport-Band-MTEY2LL-A/113410629863?epid=15027543455&_trkparms=ispr%3D1&hash=item1a67cce0e7:g:M-4AAOSw3fxcAGcY:sc:FedExHomeDelivery!94040!US!-1&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qW0XSk9IZcfgFwGY5ScuygZC6qLOIVmTtuKSpXwCfviOpC12eKg0hYaoQMwYP81%2BmY1t4D8ngXg5eDL0y4tix3J9Cym4Xb8fAsd75GfBke8pddYG8wAM7FlhqMZDMdlsKLa5kJN2bpAtSV0avJ73ORphmWNI%2F5RAZBBzVJab0DWoVHis41whTuTmtMzP8GKTgFNyAhsO%2Fj2CqmnXUbb6NN6izcAlrsfQlG3tbcLAbSulrJEED0mUkv9IG0w151vDdqrAwEH04rMI4zOJEGKZaGWrj93CPHDEf6n2fkGirOqrsckcT8HAbc5rJ%2FEhdS5a2H5vbYF584aiJ6vZ36E%2FGmkVAV%2FFcP4ACA1CzDprtub62r%2FZOuTBnb7CXfNVoCdfTDMYcsCpq0yOTYiHg%2FQ%2FQdLrbfnqwWRKRNYz5ArsPYJ1paK%2BiyJ%2FRQ9YqgJBOwoInw4lJCDV1SswGx6HW7fD5Vf1G%2B4P9%2BqQUU7njvpzoqdXA0Xlbu0dF%2BPiCRD0Ydvcg7VixQ0tMRLimT0k%2BOlWAcdU3XVAPYcuja%2FfOAppmdth7qxQUId3I2JlytCl7JtZhYGsp%2BMgHBHK%2FWt0RKpLwj6v8wFzaqJMnevpNcSghb%2FuJBmYiDG%2FMYGMkgYQhekGPwSVVB9b2428y58oFMhf2SYy4Ion1VqzARwona4bxtx3Vs%2BEgO51KVEeRho%2FosO1FDOz2yzG1JTE%2FfjC2%2BKR6T4EQgMHbeoEt8w4dQrzBlEug%3D%3D&checksum=11341062986347235735105148e1a77a30b89d77a8e9&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qW0XSk9IZcfgFwGY5ScuygZC6qLOIVmTtuKSpXwCfviOpC12eKg0hYaoQMwYP81%2BmY1t4D8ngXg5eDL0y4tix3J9Cym4Xb8fAsd75GfBke8pddYG8wAM7FlhqMZDMdlsKLa5kJN2bpAtSV0avJ73ORphmWNI%2F5RAZBBzVJab0DWoVHis41whTuTmtMzP8GKTgFNyAhsO%2Fj2CqmnXUbb6NN6izcAlrsfQlG3tbcLAbSulrJEED0mUkv9IG0w151vDdqrAwEH04rMI4zOJEGKZaGWrj93CPHDEf6n2fkGirOqrsckcT8HAbc5rJ%2FEhdS5a2H5vbYF584aiJ6vZ36E%2FGmkVAV%2FFcP4ACA1CzDprtub62r%2FZOuTBnb7CXfNVoCdfTDMYcsCpq0yOTYiHg%2FQ%2FQdLrbfnqwWRKRNYz5ArsPYJ1paK%2BiyJ%2FRQ9YqgJBOwoInw4lJCDV1SswGx6HW7fD5Vf1G%2B4P9%2BqQUU7njvpzoqdXA0Xlbu0dF%2BPiCRD0Ydvcg7VixQ0tMRLimT0k%2BOlWAcdU3XVAPYcuja%2FfOAppmdth7qxQUId3I2JlytCl7JtZhYGsp%2BMgHBHK%2FWt0RKpLwj6v8wFzaqJMnevpNcSghb%2FuJBmYiDG%2FMYGMkgYQhekGPwSVVB9b2428y58oFMhf2SYy4Ion1VqzARwona4bxtx3Vs%2BEgO51KVEeRho%2FosO1FDOz2yzG1JTE%2FfjC2%2BKR6T4EQgMHbeoEt8w4dQrzBlEug%3D%3D&checksum=11341062986347235735105148e1a77a30b89d77a8e9"
"Apple iphone 7/7 plus 32GB/128GB Unlocked Verizon at&t Smartphone","$223.00 to $381.00","https://www.ebay.com/itm/Apple-iphone-7-7-plus-32GB-128GB-Unlocked-Verizon-at-t-Smartphone/274057682303?_trkparms=ispr%3D1&hash=item3fcf1c5d7f:m:mnfV5RiupUpJPqJ7IAmtckQ:sc:USPSPriority!94040!US!-1&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qWRwSXp%2FdriSgqL9m1XdrsoNw0gU82ybxVUvNzYBOQippjK2VBTW7TYttX%2Fvt18%2B%2FtvOSMOd6ohORiabW8Jc6fXqTSoZvf4SrvgAIuoJ8XVfnjLnyJFS7EmFBOoeWbS1pu5B%2B9r4S75PZeE6p4dUIKwjn9ydfnFrdLwSbZJuGrdqXCZDRFyBGVmrFeOGY%2BdIIEGidHFa9ttTxjzJNeDM60X19641b6cjKVB1%2BJhZr7lDDeBTe7bXJLhtPTYmS3gBQJJq3IlAuqLvMkmO22TuYTvivo9PNVr%2FfR0wWLseo9EtPWe4OZoWRLiZYVhvQ5h8glRnATo8Gq1%2B3Bp01Kxaeox3WNhsNMxK5mpv%2BetazeqL53oKhrJwK5WTvRhi0BwH9mxSEAowZOi82lJ81cHqM5JhWHmrAy3ACbV%2Fy04fOT38gSC95qziqvv63BHPKr00TRxxR0G7FS8VGIOCyxW%2FGJXKcz9531PlRjn0x0IMcLR%2FKWZjstLM4740rWbFOeAdhNAP9cM7AxR63NDP706B5GDn%2FIhcD1LH7lTNQmGDZ8Rjvtyx5UmQOewiww7zma6Vo5LhsVeFBsFCT%2FZa1dqVWDrY4eNkdxVBFsdOZ1gTF2c%2F1r5DTfSbLnUGxPrBwcMu7oriyogjDmO46ppvQ0qYHCHYwu9Fb8o7OD7c5YOsS71%2FcWNZWKPdFZh2mSntnU2bCqnfguzlZ%2BV5UNAjuPLUa%2FAIeJrZrzQXM2mkNiRGLXwdw%3D%3D&checksum=27405768230347235735105148e1a77a30b89d77a8e9&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qWRwSXp%2FdriSgqL9m1XdrsoNw0gU82ybxVUvNzYBOQippjK2VBTW7TYttX%2Fvt18%2B%2FtvOSMOd6ohORiabW8Jc6fXqTSoZvf4SrvgAIuoJ8XVfnjLnyJFS7EmFBOoeWbS1pu5B%2B9r4S75PZeE6p4dUIKwjn9ydfnFrdLwSbZJuGrdqXCZDRFyBGVmrFeOGY%2BdIIEGidHFa9ttTxjzJNeDM60X19641b6cjKVB1%2BJhZr7lDDeBTe7bXJLhtPTYmS3gBQJJq3IlAuqLvMkmO22TuYTvivo9PNVr%2FfR0wWLseo9EtPWe4OZoWRLiZYVhvQ5h8glRnATo8Gq1%2B3Bp01Kxaeox3WNhsNMxK5mpv%2BetazeqL53oKhrJwK5WTvRhi0BwH9mxSEAowZOi82lJ81cHqM5JhWHmrAy3ACbV%2Fy04fOT38gSC95qziqvv63BHPKr00TRxxR0G7FS8VGIOCyxW%2FGJXKcz9531PlRjn0x0IMcLR%2FKWZjstLM4740rWbFOeAdhNAP9cM7AxR63NDP706B5GDn%2FIhcD1LH7lTNQmGDZ8Rjvtyx5UmQOewiww7zma6Vo5LhsVeFBsFCT%2FZa1dqVWDrY4eNkdxVBFsdOZ1gTF2c%2F1r5DTfSbLnUGxPrBwcMu7oriyogjDmO46ppvQ0qYHCHYwu9Fb8o7OD7c5YOsS71%2FcWNZWKPdFZh2mSntnU2bCqnfguzlZ%2BV5UNAjuPLUa%2FAIeJrZrzQXM2mkNiRGLXwdw%3D%3D&checksum=27405768230347235735105148e1a77a30b89d77a8e9"
"Apple iPhone 7 Plus a1661 32GB Verizon Good Condition (Unlocked)","$269.99","https://www.ebay.com/itm/Apple-iPhone-7-Plus-a1661-32GB-Verizon-Good-Condition-Unlocked/123845853714?epid=9024273742&hash=item1cd5c9c212:m:mGCTFzaF73gUrQLBL84VQEg"
"Apple iPhone X Smartphone 64GB 256GB Verizon GSM Unlocked AT&T T-Mobile Sprint","$379.00 to $619.00","https://www.ebay.com/itm/Apple-iPhone-X-Smartphone-64GB-256GB-Verizon-GSM-Unlocked-AT-T-T-Mobile-Sprint/303279232871?epid=238944741&hash=item469cd9d767:m:mPVJPPxWxHiaQBk5lIsjrng:sc:USPSPriority!94040!US!-1"
"Apple iPhone 8 Smartphone AT&T Sprint T-Mobile Verizon or Unlocked 4G LTE iOS","$250.00 to $389.00","https://www.ebay.com/itm/Apple-iPhone-8-Smartphone-AT-T-Sprint-T-Mobile-Verizon-or-Unlocked-4G-LTE-iOS/292691384025?epid=239054200&hash=item4425c416d9:m:mAUMlyxZCTOl53tTvhMarOw:sc:USPSPriority!94040!US!-1"
"Apple iPhone 7 Plus Smartphone AT&T Sprint T-Mobile Verizon or Unlocked 4G LTE","$200.00 to $354.00","https://www.ebay.com/itm/Apple-iPhone-7-Plus-Smartphone-AT-T-Sprint-T-Mobile-Verizon-or-Unlocked-4G-LTE/292183348233?epid=240376992&hash=item44077c1409:m:mRjpY8PAi1VwAJi6nohZTCg:sc:USPSPriority!94040!US!-1"
"Apple iPhone 7 Plus 32GB Factory Unlocked 4G LTE iOS WiFi Smartphone","$294.95","https://www.ebay.com/itm/Apple-iPhone-7-Plus-32GB-Factory-Unlocked-4G-LTE-iOS-WiFi-Smartphone/401421944762?epid=240445956&hash=item5d769cc7ba:m:mnQONVVeEl2bYSNagBeK5YQ"
"Apple iPhone 11 PRO MAX - 64GB All Colors-GSM & CDMA Unlocked - Apple Warranty","$1,090.00","https://www.ebay.com/itm/Apple-iPhone-11-PRO-MAX-64GB-All-Colors-GSM-CDMA-Unlocked-Apple-Warranty/153645211475?epid=8034218247&hash=item23c5f7df53:m:mdj-wi6JeH-Bz7l1rS2IzVQ:sc:USPSPriorityMailPaddedFlatRateEnvelope!94040!US!-1"
"Apple iPhone XR Smartphone 64GB 128GB AT&T Sprint T-Mobile Verizon or Unlocked","$349.00 to $569.00","https://www.ebay.com/itm/Apple-iPhone-XR-Smartphone-64GB-128GB-AT-T-Sprint-T-Mobile-Verizon-or-Unlocked/293051720597?epid=27023701730&hash=item443b3e6395:m:muGNZcv-U6md3qiGbhrBz9Q:sc:USPSPriority!94040!US!-1"
